代码,名称,副名称,特性,正文,风味文本,背面名称,背面副名称,背面特性,背面正文,背面风味文本,
8729,忒咳哩-哩,,疯狂,<b>显现</b> - 弃掉你控制的一张支援。将忒咳哩-哩放到忒咳哩-哩牌库底。,"“耳边依旧传来那怪异、嘲弄般的喊声——‘忒咳哩-哩！忒咳哩-哩！’”
<cite>H. P. 洛夫克拉夫特《疯狂山脉》</cite>",,,,,,
8730,克莱普尔的皮草,,道具. 服装,"快速。
[reaction]你执行的技能检定期间，在你揭示一个[frost]标记时，对克莱普尔的皮草造成1点伤害：取消该混乱标记并将其放回混乱袋。揭示一个新的混乱标记。",,,,,,,
8731,爱伦·坡作品集,,道具. 书籍,"使用(3充能)。
[action]花费1充能：选择你所在地点的一位调查员，其查找自己牌库顶的6张卡牌，找出其中所有忒咳哩-哩，并将这些卡牌都放在忒咳哩-哩牌库底。混洗该调查员的牌库。该调查员抽取1张卡牌。",,,,,,,
8732,曲奇的特制.32手枪,,道具. 武器. 枪械,"快速。 使用(2子弹)。
[action]花费1子弹：<b>攻击</b>。以基础值为5的[combat]攻击，或者本次攻击得到+2[combat]。本次攻击造成+1伤害。",,,,,,,
8733,戴尔的素描,,洞察,"快速。可在任何[free]时间段期间打出。
抽取3张卡牌。",戴尔教授保留着许多描绘着他遇到的生物的素描。,,,,,,
8734,埃尔斯沃思的靴子,,道具. 服装. 鞋子,"每位调查员仅限1张[[鞋子]]。
[reaction]你所在地点的最后一个线索被发现后，横置埃尔斯沃思的靴子：移动到一个连接地点，或者弃掉埃尔斯沃思的靴子来移动到任意一个已揭示地点。",,,,,,,
8735,肯斯勒的日志,,道具. 书籍,"快速。使用(2秘密)。
[action]花费1秘密：<b>调查</b>。以基础值为5的[intellect]调查，或者本次调查得到+2[intellect]。如果你检定成功，发现你所在地点额外1个线索。",,,,,,,
8736,辛哈的医药箱,,道具. 科学,"使用(3补给)。
[free]横置辛哈的医药箱并花费1补给：治愈你所在地点的一位调查员或一个[[盟友]]支援1点伤害或1点恐惧。",,,,,,,
8737,高田的物品,,供给,"快速。可在任何[free]时间段期间打出。
获得3资源并抽取1张卡牌。
将高田的物品从游戏中移除。",高田留下了这些备用物资。也许你可以利用它们。,,,,,,
8738,安雨,忠诚伴侣,盟友. 生物,"[free]横置安雨：选择一项，或弃掉安雨来选择最多三项(以任意顺序)——
- 移动到一个连接地点。
- 你本轮下次技能检定中得到技能值+2。
- <b>躲避</b>。以基础值为4的[agility]尝试躲避。",,,,,,,
9501,谜雨,,,"简单/普通
[skull]：-1(如果你有至少2个线索，改为-3)。
[tablet]：-1。如果你所在地点有隐匿迷你卡牌，再揭示一个混乱标记。
[elder_thing]：-3。如果你检定失败，你必须花费1个线索，或在阴影中的一个敌人上放置1个毁灭标记。",,谜雨,,,"困难/专家
[skull]：-2(如果你有至少2个线索，改为-4)。
[tablet]：-2。如果你所在地点有隐匿迷你卡牌，再揭示一个混乱标记。
[elder_thing]：-4。如果你检定失败，你必须花费1个线索，或在阴影中的一个敌人上放置1个毁灭标记。",,
9502,偏逢大雨……,,,<b>强制</b> - 在本密谋推进时：将上面所有的毁灭标记移动到下一个密谋。,你抵达伦敦，耐心地等候联络人…… 但谁也没有来。你坐在特拉法尔加广场外面一家隐蔽又狭窄的僻静茶馆。福林探员 —— 或者他的代表 —— 本该来此与你碰头。你不禁想问到底出了什么岔子，又担心最坏的情况可能已经发生，于是动身前往调查。,脱离掌控,,,"每位调查员受到1点恐惧。将放在一边的肯辛顿花园、威斯敏斯特修道院和大本钟地点放置入场。
调查员队长抽取放在一边的戴红手套的男子敌人并结算其隐匿关键词。<i>(将戴红手套的男子生成在阴影中。拿取其迷你卡牌和1[per_investigator]张诱饵，正面朝下混洗，放置入场，在离调查员队长最近的地点中，尽可能平均地分配。)</i>
每位调查员失去其所有线索。将场景直接推进到场景2a<i>(不结算场景1b)</i>。",结果你发现有人跟踪。你注意到身后的雨街中有身影尾随，对方还装作手头另有急切的事情。你一度以为是自己的妄想症发作。要想确认，只有一个法子。你检验自己的判断——加快脚步，在街巷里漫无目的地穿行，再三检查对方在干什么。结果对方无时不在，一直盯着你。果然是被盯上了。你改变计划，果断出击。如果这是戴红手套男子的手下，那你一定要查个明白。,
9503,雾中身影,,,<b>强制</b> - 在本密谋推进时：将上面所有的毁灭标记移动到下一个密谋。,你肯定叫自己给耍了。雨只要一小，伦敦的浓雾中就会舞动着扭曲的身影。这些就是福林探员照片里出现的扭曲吗？还是你的猎物潜藏在阴暗的迷雾之中？,他逃了！,,,在剧本日志中记1<b>时间</b>。将戴红手套的男子敌人和每张隐匿迷你卡牌放在一边，位于场外。将放在一边的塔桥和伦敦塔地点放置入场。将遭遇弃牌堆和放在一边的<i>猩红阴谋</i>与<i>域外来客</i>遭遇组一同洗入遭遇牌库。每位调查员失去其所有线索。将场景直接推进到场景3a<i>(不结算场景2b)</i>。,你穿越雨街和浓雾一路追逐，但怎么也抓不到那个男子。他屡屡逃脱，你只能瞧见一缕黯淡的红色。接着，视线里闪过一个不辨实状的身影，来去之疾，有如闪电。附近一座巨大的电话亭也随之而去。你大为惶恐，小心翼翼地接近电话亭还残余的部分。所剩的只是一团形体模糊的虚影，就像尚未冲洗的底片。你缓了一会儿才重新上路。你发现自己的猎物已经往东边逃去，那里的天际线上耸立着伦敦塔桥的高大身影。,
9504,其中关联,,,,显然福林探员的直觉非常准确。戴红手套的男子并非独自行动。无论他在干什么，都和最近的消失事件脱不了干系。你可以等待，报告自己所见的一切。但要是如此，这个男子和他同伙肯定已经实施了自己计划的密谋。不行——你只有一个选择。你必须不惜一切代价找到戴红手套的男子。,神秘身形,,,"调查员队长必须决定(选择一项)：
    - 查找遭遇牌库和遭遇弃牌堆，找出一张同志会特工敌人并将其抽取。混洗遭遇牌库。
    - 每位调查员受到1点伤害和1点恐惧。","夜色愈发浓重，大雨变成了风暴。每一处阴影，每一声响动，每一个身形都吓得你不轻。你不禁怀疑此番调查是否明智。
或许还有更多潜藏的身影在注视着你，等待发起进攻的绝佳时机。",
9505,阴谋阴郁,,,,浓雾遮蔽了月光，整座城市一片黑暗。屋檐上的渡鸦望着你前行，似乎带有非人的智慧。每一处阴影的扰动都吓得你心惊肉跳。要是你没能找到戴红手套的男子，阻止他的计划，谁知道会发生什么？,阴谋得逞,,,"<b>如果是场景1、2或3：</b>
    <blockquote><i>你用尽全力，但还是跟丢了人。你找不到戴红手套的男子一伙的任何踪迹。更糟的是，你甚至不知道他们在伦敦究竟有什么目的。你别无选择，只能将自己所知的一点点可怜情报给福林探员汇报。</i></blockquote>
<b>(→结局4)</b><i>(第8页)</i><hr><b>如果是场景4：</b>
    <blockquote><i>你一路追寻戴红手套的男子，最终来到了塔楼牢房里的隐蔽角落。你在石质拱门下匍匐，蹑手蹑脚地穿过世人遗忘的潮湿长廊，终于找到了他。他正掀开石窖的顶盖，在研究里面的尸体。一看到你进来，他就夺过这个可怜人眼眶里小小的红石头，又溜进了阴影之中。</i></blockquote>
<b>(→结局3)</b><i>(第8页)</i>","<b>如果是场景1、2或3：</b>
    <blockquote><i>你用尽全力，但还是跟丢了人。你找不到戴红手套的男子一伙的任何踪迹。更糟的是，你甚至不知道他们在伦敦究竟有什么目的。你别无选择，只能将自己所知的一点点可怜情报给福林探员汇报。</i></blockquote>
<b>(→结局4)</b><i>(第8页)</i><hr><b>如果是场景4：</b>
    <blockquote><i>你一路追寻戴红手套的男子，最终来到了塔楼牢房里的隐蔽角落。你在石质拱门下匍匐，蹑手蹑脚地穿过世人遗忘的潮湿长廊，终于找到了他。他正掀开石窖的顶盖，在研究里面的尸体。一看到你进来，他就夺过这个可怜人眼眶里小小的红石头，又溜进了阴影之中。</i></blockquote>
<b>(→结局3)</b><i>(第8页)</i>",
9506,纵横之谜,,,<b>目标</b> - 在密谋推进前，共同花费所需数量的线索以推进场景。,你将雨伞拉近，遮住自己。你路上遇到的每个人都可能是联络人……或者来除掉你的人。,暗中移动,,,"将放在一边的肯辛顿花园、威斯敏斯特修道院和大本钟地点放置入场。
    调查员队长抽取放在一边的戴红手套的男子敌人并结算其隐匿关键词。<i>(将戴红手套的男子生成在阴影中。拿取其迷你卡牌和1[per_investigator]张诱饵，正面朝下混洗，放置入场，在离调查员队长最近的地点中，尽可能平均地分配。)</i>
    将密谋直接推进到密谋2a<i>(不结算密谋1b)</i>。","一辆亮红色的巴士开过，就在此时，你发现了街对面的身影。你确信对方正望着你。巴士在雾街中划过一道红色的长线。开过的时候，那个身影不见了。
    兴许是你的妄想症在作祟，但这也太巧合了。这肯定是你的联络人，要不就是你的敌人，甚至可能是他们消失的原因。你做足准备，追了上去。",
9507,游戏开始！,,,<b>目标</b> - 在密谋推进前追上神秘的身影。如果调查员与戴红手套的男子交战，推进。,你在夜幕的笼罩下追寻一道阴影，这无异于大海捞针。但你还是奋勇向前，希望能找到证据，将你引向真相……,追逐开始！,,,将戴红手套的男子放在一边，位于场外。将放在一边的塔桥和伦敦塔地点放置入场。将放在一边的<i>猩红阴谋</i>与<i>域外来客</i>遭遇组和遭遇弃牌堆一同洗入遭遇牌库。将密谋直接推进到密谋3a<i>(不结算密谋2b)</i>。,你费尽千辛万苦，终于追上去了。你认出对方戴的红手套，顿知自己绝非臆想。你追逐的不是幻影，就是你一直要找的人。连绵的大雨和浓雾掩护你前进，你已经将他逼入狭窄的小巷。他周围还有几个身影——兴许是一次碰头？他朝你的方向投来面无表情的一瞥，惊着你了。接着，视线里闪过一个不辨实状的身影，来去之疾，有如闪电。附近的建筑也随之而去。你正要质问猎物发生了什么，他们却都往东逃去了。你小心翼翼地接近残余的半堵墙，却发现上面笼罩着一团形体模糊的虚影，就像尚未冲洗的底片。,
9508,塔上黑眼,,,<b>目标</b> - 只有伦敦塔的调查员可以共同花费所需数量的线索以推进。,你最后瞧见那个男人往东逃了。越过塔桥，就是闻名遐迩的伦敦塔。你赶过去的时候，更多的眼睛正盯着你。那是一大团漆黑的渡鸦，徘徊不去。他为什么要到那儿去呢……？,他在这儿！,,,"将放在一边的塔楼牢房地点放置入场。将放在一边的渡鸦之眼钥匙附属到塔楼牢房，不由任何人控制。
将场上所有的隐匿迷你卡牌移动到塔楼牢房。
抽取放在一边的戴红手套的男子敌人并结算其隐匿关键词，将所有这些隐匿迷你卡牌都放置入场，放到塔楼牢房。","你小心翼翼，悄然无声，远远地跟在那个身影后面。他迅速迈进了那座阴森的塔楼，是要寻找什么。
    你从阴影中窥探，发现戴红手套的男子终于在烛光点燃的大厅里找到了自己想要的东西：在众多立柱中，有一块松动的砖头。他漫不经心地将砖头转回应有的位置，仿佛手上不过是一件放错位置的脏衣。惊人的是，附近的墙壁居然也转开了一个口子，露出一条秘密通道。他遁入黑暗，而你也秘密跟上。",
9509,当场抓获,,,"戴红手套的男子获得：“[action]：<b>谈判</b>。检定[intellect]或[agility](5)以盘问戴红手套的男子。如果你检定成功，在他上面放置1资源。”
<b>目标</b> - 阻止戴红手套的男子窃取渡鸦之眼。如果他被击败，或他上面有1[per_investigator]资源，推进。",在世人遗忘的地窖深处，戴红手套的男子正在寻找什么……但是为什么呢？,阴谋落空,,,"<b>如果你击败了戴红手套的男子：</b>
<blockquote><i>他捂住胸口踉跄退后。小小的物件在地上咔哒作响。男子什么都没有说——只是从黑暗中注视着你。他的手套波动着，仿佛猩红的深池上泛起涟漪。片刻之后，他挺直身子，遁入阴影，压低帽子，消失了。</i></blockquote>
将戴红手套的男子加入胜利区。<b>(→结局1)</b><i>(第7页)</i>。<hr><b>如果戴红手套的男子上面有1[per_investigator]资源：</b>
<blockquote><i>男子停了下来，面对着你，仿佛被你一连串的问题激起了兴趣。但他身处黑暗，你无法琢磨他的表情。“……有趣，”他低语道，“非常有趣。”他的嗓音起伏反常，仿佛正在检查每个词语的腔调，又仿佛他根本不习惯说话。</i></blockquote>
将戴红手套的男子加入胜利区。<b>(→结局2)</b><i>(第7页)</i>。","<b>如果你击败了戴红手套的男子：</b>
<blockquote><i>他捂住胸口踉跄退后。小小的物件在地上咔哒作响。男子什么都没有说——只是从黑暗中注视着你。他的手套波动着，仿佛猩红的深池上泛起涟漪。片刻之后，他挺直身子，遁入阴影，压低帽子，消失了。</i></blockquote>
将戴红手套的男子加入胜利区。<b>(→结局1)</b><i>(第7页)</i>。<hr><b>如果戴红手套的男子上面有1[per_investigator]资源：</b>
<blockquote><i>男子停了下来，面对着你，仿佛被你一连串的问题激起了兴趣。但他身处黑暗，你无法琢磨他的表情。“……有趣，”他低语道，“非常有趣。”他的嗓音起伏反常，仿佛正在检查每个词语的腔调，又仿佛他根本不习惯说话。</i></blockquote>
将戴红手套的男子加入胜利区。<b>(→结局2)</b><i>(第7页)</i>。",
9510,伦敦雨街,,伦敦,"伦敦雨街得到+X隐藏值。X为当前场景编号。
    <b>强制</b> - 如果伦敦雨街没有线索：在上面增加线索，直到其有1[per_investigator]个线索。
    [action]:<b>撤退</b>。“我们应该等等福林探员……”",,伦敦雨街,,伦敦,,冷雨噼里啪啦地落在沉闷的街上，颇有些节奏。尽管为时已晚，广场上汽车、马车和行人还是熙熙攘攘。你要找的人就藏在拥挤的城市某处……但你还来得及吗？,
9511,大本钟,,伦敦,[free]:选择大本钟或一个连接地点的一张隐匿迷你卡牌并检定[agility](2)。如果你检定成功，查看该隐匿迷你卡牌的已揭示面<i>(不将其揭露)</i>。如果你检定失败，受到1点恐惧。(每回合仅限一次。),,大本钟,,伦敦,,威斯敏斯特宫北段的钟楼俯瞰全城，是伦敦天际线上一道不容错过的风景，仿佛一位警惕的守望者瞪大的眼睛。,
9512,威斯敏斯特修道院,,伦敦,[action]:<b>谈判</b>。选择一个地点并检定[willpower](1)以在修道院周围打听。你检定成功且每超过难度1点，查看所选地点一张隐匿迷你卡牌的已揭示面<i>(不将其揭露)</i>。(团队每场游戏仅限一次。),,威斯敏斯特修道院,,伦敦,,宫殿旁哥特式的修道院既有着十足的宗教意义，也是英国王室传统的长眠之所。绵绵细雨惹人不安地飘泼起来。修道院的窗里闪着灯光。在这样的圣所寻求指引理所当然，但你也想知道古老的墙壁后是否还藏了其他东西。,
9513,肯辛顿花园,,伦敦,"[reaction]你揭露在肯辛顿花园的诱饵后：治愈1点恐惧。
    <b>强制</b> - 你揭露在肯辛顿花园的敌人后：受到1点恐惧。",,肯辛顿花园,,伦敦,,"这一夜非常致郁，连御园的美丽也于事无补。
大雨如注，再这样下去圆池都要泛滥成灾。
人们常常来此会面——兴许戴红手套的男子和他的同伙就在这儿？",
9514,塔桥,,伦敦,[action]:“兴许还有另一条路……”检定[willpower]或[intellect](5)。如果你检定成功，将放在一边的叛徒之门地点放置入场。,传说囚徒都是坐驳船沿着泰晤士河送往伦敦塔。也许你也该遵循这可怕的旧例。,塔桥,,伦敦,,横跨泰晤士河的塔桥虽然年轻，但也迅速成为一处文化地标，连接了伦敦中心和近年发展迅速的东区。越过塔桥，北边的乌云环绕着伦敦塔。,
9515,叛徒之门,,伦敦,[action]:检定[combat]或[agility](5)。如果你检定成功，揭示伦敦塔。如果你检定失败，受到1点伤害。,从这里找一条路可能没那么简单。但要是你所料不虚，还是可以由此偷偷溜进去，不被任何人发现。你已经准备好要来一趟水下之旅，希望这门还没完全封死……,叛徒之门,,伦敦,,尽管原本的水门早就用砖封上了，但你还是霸占了一艘小船沿河而行。也许这里还有潜入伦敦塔的秘密路线。,
9516,伦敦塔,,伦敦,<b>强制</b> - 你在伦敦塔结束自己回合后：你必须失去2资源，或阴影中的每个敌人攻击你。,,伦敦塔,,伦敦,"通往塔楼的主门锁上了，还有卫兵把守。
    作为进入伦敦塔的额外费用，塔桥的调查员必须共同花费2[per_investigator]个线索。","一团乌鸦在城墙上环绕，颇为不祥。
    数量之众，绝非巧合。",
9517,塔楼牢房,,伦敦,"[free]塔楼牢房的调查员执行技能检定时，花费1个线索：该调查员本次检定得到技能值+2。
    <b>强制</b> - 隐匿迷你卡牌将要在非塔楼牢房地点入场时：改为将其放在塔楼牢房入场。",,塔楼牢房,,伦敦,<b>强制</b> - 隐匿迷你卡牌将要在非塔楼牢房地点入场时：改为将其放在塔楼牢房入场。,戴红手套的男子到底在这儿想获得什么？,
9518,戴红手套的男子,谜团重重,类人. 同志会. 精英,隐匿1[per_investigator]。反击。,“我能记得的唯一细节就是他的手套：鲜红如血。”,,,,,,
09519a,渡鸦之眼,骇人红石,稳定,<b>变换</b> - 在你地点的技能检定期间，执行检定的调查员将其本次检定的基础技能值设为6。将本钥匙翻至[[动荡]]面。,档案#5 - A19/客体等级：黄色/钥匙是一块小小的红石头，发现于同志会已故成员的眼眶。超维能力未知。,,,,,,
09519b,渡鸦之眼,骇人红石,动荡,<b>变换</b> - 抽取遭遇牌库顶的卡牌。然后，如果是调查员变换了本钥匙，将其翻至[[稳定]]面。,……无论如何穿刺挤压，都完好如初。里面究竟是什么？ 这是一件仪器？ 抑或根本不是这个世界的产物？,,,,,,
9520,死亡酷暑,,,"简单/普通
    [skull]：每有1[per_investigator]个平民遭到杀害，-1。
    [cultist]：-4。如果你检定失败，选择你所在地点的一个非[[精英]]敌人。该敌人重整并攻击你。
    [tablet]：-1。你可以受到1点伤害。如果你不这么做，你所在地点的一个平民遭到杀害。
    [elder_thing]：-3。如果你检定失败，选择并弃掉你1张手牌。",,,,,"困难/专家
    [skull]：每有1[per_investigator]个平民遭到杀害，-2。
    [cultist]：-6。选择你所在地点的一个非[[精英]]敌人。该敌人重整并攻击你。
    [tablet]：-2。受到1点伤害。你所在地点的一个平民遭到杀害。
    [elder_thing]：-4。如果你检定失败，随机弃掉你1张手牌。
",,
9521,咬牙切齿,,,每个[[苏生]]敌人和每个[[食尸鬼]]敌人获得“<b>生成</b> - 随机地点。”,无论到了哪里，你都明显感觉自己被跟踪了，仿佛影子也在移动一般。你听到附近的街巷和小路里传来了磨牙吮血的声音。夜幕降临，这种不安的感觉随之剧增。,苏生的死者,,,"每有1[per_investigator]个平民遭到杀害，查找遭遇牌库和遭遇弃牌堆，找出一个[[苏生]]或[[食尸鬼]]敌人，将其生成在一个随机地点。将遭遇弃牌堆洗入遭遇牌库。<i>(FAQ v2.2)</i>
    每位调查员决定(选择一项)：
    - 治愈场上每个[[精英]]敌人的2点伤害。
    - 你所在地的1个平民遭到杀害。",夜幕愈深，你也愈发感到有什么东西在跟着自己。你转过身，看到三个高瘦的身影缓缓向前。他们的面容被阴影掩藏，看不真切，但鲜红潮湿的下颚和空洞的眼睛还是反射出了一点微光。你加快脚步，他们也提速跟上。就在他们要扑上来的时候，你迅速闪进附近的街巷，逃开了。你跑了几分钟，听到背后传来一阵堵在咽喉里的噪音，颇为刺耳，接着是衣服撕裂的声音。,
9522,空荡荡的街道,,,每个[[苏生]]敌人和每个[[食尸鬼]]敌人获得猎手和“<b>生成</b> - 随机地点。”,每一晚都有更多的平民失踪，城市变得越来越寂静。到了暑热逼人的白天，街道上只有越来越多眼神空洞的身影。马拉喀什曾是生机盎然的文化绿洲，现在却只是先前繁荣的空洞倒影。,饥渴的死者,,,"每位调查员承受1点肉体创伤。
    检查场上的敌人。
    - 如果拉辛·法瑞在场，进入<b>(→结局1)</b><i>(第13页)</i>。
    - 否则，进入<b>(→结局2)</b><i>(第13页)</i>。","猩红的阳光洒在城市的废墟上，映照出一片可怕的光景：车辆倾倒，商店遭劫，卵石路上洒满了粘稠的血液。只剩寥寥无几的平民还躲在封死的窗后，惊恐万分地祈求活命。无论苋在此处的意图为何，她都得逞了。城中毁灭的惨状无情地证明了她有着多么强大的力量。
你心情沉重地穿越眼前的破败，如此惨重的损失压得你抬不起头。一群饥饿的死者闻到了你的味道，无休无止地追你直到城市的尽头。他们饥渴尖利的利爪伤你不浅，你仅以身免。",
9523,找到苋,,,<b>目标</b> - 当一轮结束时，在[[仪式地]]的调查员可以共同花费所需数量的线索以推进。,反常的现象不断发生：一位古代哲学家的坟墓遭劫；流言说街上徘徊着死者；更不用提这一连串的失踪案。要是你能收集苋的下落消息，兴许就能知道这些事情的真相。,夜幕降临,,,"将放在一边的苋敌人生成在巴希尔宫花园，<i>(腐败潜伏)</i>面朝上，并将放在一边的末绽之花钥匙附属在她上面。将放在一边的拯救平民剧情卡牌放置入场，放在密谋牌库旁。
    将放在一边的哈立德敌人洗入遭遇牌库。","你把苋的照片给几个当地人看了，他们指引你到郁郁葱葱的巴希尔宫花园去。你悄悄接近，发现戴着红花的女子正站在仪式法阵的边缘，法阵的角上都点着蜡烛，烛光照映着祭品，祭品中央的祭坛上有一具尸体。而在尸体的另一侧，是两个穿着古代华服的亡灵战士。
    “马上，亲爱的。”苋敲过尸体的脸颊，她头发上系着的花朵展开了，黑暗的藤蔓向法阵外伸出，穿过了花园。草木触之尽枯。黑藤上闪过可怕的绿光，吸取了周围的生命。“看来我们有客人了。”苋狞笑道。",
9524,生与死的仪式,,,"<b>强制</b> - 在平民遭到杀害后，如果已有至少4 [per_investigator]个平民遭到杀害：推进本场景。
    <b>目标</b> - 如果苋将要被击败，推进。",苋身上长出的枯萎藤蔓遍及全城。这个戴红花的女子偷来一具尸体，用它在巴希尔宫花园举行古怪的仪式。你必须不惜一切代价阻止她。,黑暗之地,,,"<b>如果本场景因其强制能力推进：</b>
    <blockquote><i>“拉辛，亲爱的！”苋喊道。仪式法阵中的尸体站了起来，一旁新复活的战士也随之而起。苋抱住了古代的哲学家，两人交织在黑色的藤蔓之中。她轻轻说道：“让我把这地方变成你的天堂，亲爱的。真正的天堂。”</i></blockquote>
将放在一边的拉辛·法瑞敌人生成在巴希尔宫花园。将放在一边的全部两张古代劫掠者敌人洗入遭遇牌库。<hr><b>如果本场景因苋将要被击败推进：</b>
    <blockquote><i>你最后一击将苋打退，她在踉跄之中掀翻了古代火盆。火焰如饥似渴地吞没了仪式的残骸和尸体，苋痛苦地尖叫起来：“你知道自己都干了什么吗？拉辛，亲爱的……”</i></blockquote>
将苋翻至<i>(腐败彰显)</i>面，保留她所有的标记和附属，将她移动到一个没有调查员的随机地点。将放在一边的全部两张古代劫掠者敌人洗入遭遇牌库。","<b>如果本场景因其强制能力推进：</b>
    <blockquote><i>“拉辛，亲爱的！”苋喊道。仪式法阵中的尸体站了起来，一旁新复活的战士也随之而起。苋抱住了古代的哲学家，两人交织在黑色的藤蔓之中。她轻轻说道：“让我把这地方变成你的天堂，亲爱的。真正的天堂。”</i></blockquote>
将放在一边的拉辛·法瑞敌人生成在巴希尔宫花园。将放在一边的全部两张古代劫掠者敌人洗入遭遇牌库。<hr><b>如果本场景因苋将要被击败推进：</b>
    <blockquote><i>你最后一击将苋打退，她在踉跄之中掀翻了古代火盆。火焰如饥似渴地吞没了仪式的残骸和尸体，苋痛苦地尖叫起来：“你知道自己都干了什么吗？拉辛，亲爱的……”</i></blockquote>
将苋翻至<i>(腐败彰显)</i>面，保留她所有的标记和附属，将她移动到一个没有调查员的随机地点。将放在一边的全部两张古代劫掠者敌人洗入遭遇牌库。",
9525,虚无的女王,,,<b>目标</b> - 如果苋和拉辛·法瑞都不在场上，推进。,苋朝你步步逼近，可怕的藤蔓为她汲满了力量，封锁了街道。她残忍地狞笑，头发上的大花宛若血盆大口一样地绽放。,与我同在,,,"检查剧本日志。
    - <i>如果特别小组知道了苋的真名</i>，进入<b>(→结局3)</b><i>(第13页)</i>。
    - 否则，进入<b>(→结局4) </b><i>(第13页)</i>。","苋倒下了，街巷里回荡着她受难的尖叫。疾风将街上的沙尘吹起，在头顶的烈日下飘扬，仿佛是苦行僧的祭舞。黑色的液体洒满苋的四周，连结的藤蔓在你身旁枯萎干瘪。苏生的死者停了下来，仿佛在等你先动。你看到马拉喀什残存的平民逃出了城市。
    你站在这个美丽又可怕的女子面前，心中不禁涌起一阵悲悯。你将她翻过身来，发现她耳边丰盈的花朵在暑气中已然枯萎。你从她耳边将花摘下，她发出一声压抑已久的悲鸣：花朵的茎杆比你想的还要长上几寸，上面黏糊糊地沾满了血液。",
9526,马拉喀什火车站,,马拉喀什,"[free]:<b>移动</b><i>(到一个连接地点)</i>。(团队每回合仅限一次。)
    [action]:<b>撤退</b>。你逃出了这座城。<i>(注意：如果场上没有调查员，那么场上剩余的所有平民都会遭到杀害。)</i>
    <b>强制</b> - 如果马拉喀什火车站上没有平民：将其与放在一边的[[废弃]]版本交换。",,马拉喀什火车站,,马拉喀什,<b>强制</b> - 如果马拉喀什火车站上没有平民：将其与放在一边的[[废弃]]版本交换。,你对马拉喀什的初见印象还算不错。暖风干爽和煦，摩尔式的建筑和彩色瓷砖也很迷人。不过，你还是体会到周围传来一阵难以言喻的恐惧。,
9527,德吉玛广场,,马拉喀什,"[action]如果本地点有平民：揭示你牌库顶的6张卡牌。你可以打出这些卡牌中的一张支援<i>(支付其费用)</i>。将其余卡牌洗入你的牌库。(每场游戏仅限一次)
    <b>强制</b> - 如果德吉玛广场上没有平民：将其与放在一边的[[废弃]]版本交换。",,德吉玛广场,,马拉喀什,<b>强制</b> - 如果德吉玛广场上没有平民：将其与放在一边的[[废弃]]版本交换。,这个庞大的露天广场是马拉喀什的商业中心。无论是想大快朵颐，还是获取补给，都可以到这儿来。空气中传来了杂耍艺人的乐声，还有香料和烤肉的气味。,
9528,萨阿德王陵,,马拉喀什,"萨阿德王陵上每有一个平民，得到+1隐藏值。
    <b>强制</b> - 在非[[精英]]敌人进入或生成在萨阿德王陵时，与任意调查员交战前：将其横置。
    <b>强制</b> - 如果萨阿德王陵上没有平民：将其与放在一边的[[废弃]]版本交换。",,萨阿德王陵,,马拉喀什,<b>强制</b> - 如果萨阿德王陵上没有平民：将其与放在一边的[[废弃]]版本交换。,萨阿德王朝的陵墓是摩洛哥16世纪众王的长眠之所。一些精美的瓷砖已在最近的盗窃案中遭劫。,
9529,鞣革厂,,马拉喀什,"[free]从遭遇弃牌堆选择一个[[苏生]]敌人，将其生成并与你交战：<i>(从供应堆)</i>放置线索在鞣革场上，数量等于该敌人的生命值。
    <b>强制</b> - 如果鞣革厂上没有平民：将其与放在一边的[[废弃]]版本交换。",,鞣革厂,,马拉喀什,<b>强制</b> - 如果鞣革厂上没有平民：将其与放在一边的[[废弃]]版本交换。,你听闻神秘的失踪案就发生在鞣革场附近。那里用大罐盛装刺激的化学药剂和染料处理皮革。,
9530,巴希尔宫花园,,马拉喀什. 仪式地,"[reaction]你在巴希尔宫花园解救了平民后：治愈1点伤害或1点恐惧。
    <b>强制</b> - 如果巴希尔宫花园上没有平民：将其与放在一边的[[废弃]]版本交换。",,巴希尔宫花园,,马拉喀什,<b>强制</b> - 如果巴希尔宫花园上没有平民：将其与放在一边的[[废弃]]版本交换。,植被繁盛的宫殿吸引了许多慕名而来的旅客。在环境严酷的沙漠中，御花园这样一片茂密的绿洲自然就成了王宫的明珠。,
9531,马拉喀什火车站,,马拉喀什. 废弃,"作为移动离开马拉喀什火车站的额外费用，你必须花费1资源。
    [action]:<b>撤退</b>。你慌忙逃命。<i>(注意：如果场上没有调查员，那么场上剩余的所有平民都会遭到杀害。)</i>",,马拉喀什火车站,,马拉喀什. 废弃,,一度熙熙攘攘的火车站现在寂静荒凉。负责的工作人员将所有的班车都推迟到了明日。马拉喀什发生的事情看来已经传远。,
9532,德吉玛广场,,马拉喀什. 废弃,你位于德吉玛广场时，你打出每张支援的费用提升2点。,摊子桌子全都倾覆，商品都毁了。整座广场再见不到客人和商贩。你在这儿再也买不到东西了。,德吉玛广场,,马拉喀什. 废弃,,微风吹过空荡荡的广场，与之同来的还有苏生的死者缓慢的脚步声和低沉的吼叫。,
